0,0,1465329088,10.0
1,0,1487204381,100.00000000000001
2,0,1489433861,50.00000000000001
3,0,1489707147,30.000000000000004
4,1,1490105878,0.473158
5,1,1490155918,0.00196
6,2,1490768837,0.596538
5,2,1490846734,0.0025800000000000003
7,3,1490862681,2.437288
5,3,1490933222,0.01177156
7,1,1491118148,9.608488320000001
5,1,1491192355,0.04787
8,2,1491750683,4.0143580000000005
8,4,1491790485,58.70453800000001
5,2,1491797950,0.01976
5,4,1491798448,0.29458
9,0,1492082371,10.0
10,1,1492470321,4.092558
5,1,1492488270,0.02015
11,5,1492988744,1.995
5,2,1494389212,0.009688720000000001
12,4,1494813950,0.22512616000000002
13,4,1494814014,0.0021656400000000004
5,4,1494825960,0.0008452700000000001
14,6,1495102587,0.1
14,6,1495102879,1.1
15,0,1495147669,10.100000000000001
16,7,1495169095,3.6435722800000003
5,7,1495253121,0.01789
17,7,1495278013,0.01941002
18,8,1495739335,20.0
19,7,1497260960,0.97950139
20,6,1497287517,4.99
20,6,1497287600,4.9
20,6,1497287668,4.8500000000000005
21,6,1497311832,4.9750000000000005
5,7,1497329752,0.01948369
22,9,1497808811,1.1
23,10,1497921918,2.6810084
24,10,1498182372,1.3401529600000002
14,6,1498393931,4.0
25,13,1498484225,7.000000000000001
25,13,1498485300,7.000000000000001
25,13,1498494644,7.000000000000001
26,13,1498502066,15.116889
27,6,1498794183,1.9800000000000002
28,10,1499211794,2.6992469100000003
29,15,1499280553,0.28835
30,16,1499319941,0.028484390000000002
31,2,1499482312,12.76801178
5,2,1499489484,0.047658000000000006
32,18,1499803226,1.0
32,18,1499879303,1.0
33,18,1499903073,0.042100000000000005
31,1,1500520498,0.13957798000000002
34,19,1500547812,0.20100600000000002
5,1,1500610297,0.0001
35,16,1500836921,0.97953798
5,16,1500869105,0.01967717
36,2,1500925093,0.02200012
37,21,1503960240,1.0
38,21,1503960730,1.0
39,13,1504269073,4.9
39,13,1504426938,5.1000000000000005
40,28,1504599781,1e-18
41,0,1505161460,0.32
42,20,1505434056,50.00000000000001
43,35,1506865726,0.9995590000000001
44,21,1507079053,1.8
45,39,1507611302,29.998792858
26,13,1508931995,6.030167584000001
46,5,1509525164,200.00000000000003
47,5,1509525476,0.01
48,31,1509652029,2.879067168
49,31,1509656969,0.190634839
50,44,1509727981,0.24813298264948092
51,21,1509732273,2.0
52,43,1509761370,0.33883373
53,43,1509762405,0.65967524
54,48,1510159413,0.5
55,49,1510240166,0.99958
56,48,1510302581,0.34
57,42,1510337811,0.16775886
58,52,1510731563,1.77153672
58,52,1510731899,0.19191648
59,4,1510920857,0.159888
5,4,1510982956,0.006659000000000001
60,52,1510984137,1.12894362
61,52,1511014244,0.053559760000000005
62,31,1511241803,4.908359450000001
63,21,1511277530,7.000000000000001
64,42,1511368499,0.25
65,21,1511550521,6.0231650000000005
66,52,1511721480,0.056409640000000004
67,52,1511810645,0.15304495695610587
68,20,1511917176,40.0
67,52,1512243518,0.17733500000000002
67,52,1512243681,0.0032530000000000002
69,46,1512338532,4.999702587500001
