2,0,1576716593,10.0
2,0,1576716704,789524.6000000001
3,0,1576718252,0.01
4,0,1576765239,0.00028000000000000003
5,0,1576778101,0.0005210000000000001
6,0,1576783057,0.00888
7,0,1576881944,1.0000000000000002e-06
7,0,1576890851,1.0000000000000002e-06
8,0,1577971394,0.001
8,0,1578065639,0.0001
8,0,1578150319,0.0001
3,0,1578171680,0.0001
5,0,1579585016,2e-05
9,0,1579834448,1e-18
9,0,1579834448,1.0000000000000001e-07
9,0,1579834488,1.0000000000000002e-06
10,0,1580123132,1.0000000000000001e-07
11,0,1585674012,1.0000000000000002e-06
0,1,1586501885,0.3756492
5,0,1589444922,0.000123
5,0,1592717263,0.000123
168,2,1594360453,1.0
168,3,1594370058,0.015000000000000001
168,4,1594370646,0.015000000000000001
168,5,1594371229,0.015000000000000001
168,5,1594371549,0.015000000000000001
168,6,1594371857,0.015000000000000001
168,7,1594373696,0.015000000000000001
168,8,1594375751,0.015000000000000001
168,9,1594376941,0.015000000000000001
168,9,1594377253,0.015000000000000001
168,10,1594378457,0.015000000000000001
168,11,1594379948,0.015000000000000001
168,12,1594385036,0.015000000000000001
168,13,1594386255,0.015000000000000001
168,14,1594390426,0.015000000000000001
168,15,1594417751,0.015000000000000001
168,16,1594418345,0.015000000000000001
168,17,1594430701,0.015000000000000001
168,18,1594435811,0.015000000000000001
168,19,1594438507,1.0
168,20,1594448098,20.0
168,21,1594452373,0.015000000000000001
168,22,1594457869,0.015000000000000001
168,23,1594463528,0.015000000000000001
168,24,1594474324,0.015000000000000001
168,25,1594520154,1.0
168,26,1594540436,0.015000000000000001
168,27,1594558732,0.015000000000000001
168,27,1594560227,0.015000000000000001
168,28,1594560350,1.0
168,29,1594574351,0.015000000000000001
168,30,1594579374,0.015000000000000001
168,31,1594604048,1.0
168,32,1594604940,0.015000000000000001
168,33,1594605238,0.015000000000000001
168,25,1594606735,1.0
168,2,1594612140,1.0
168,34,1594614200,0.015000000000000001
168,35,1594615155,0.015000000000000001
168,36,1594620858,0.015000000000000001
168,37,1594627751,0.015000000000000001
168,3,1594629830,0.015000000000000001
168,25,1594637772,1.0
168,38,1594637789,1.0
168,39,1594639758,0.015000000000000001
168,40,1594640052,0.015000000000000001
168,41,1594640070,1.0
168,42,1594644549,0.015000000000000001
168,43,1594649667,0.015000000000000001
168,44,1594657451,0.015000000000000001
168,45,1594657742,0.015000000000000001
168,46,1594658050,0.015000000000000001
168,46,1594658354,0.015000000000000001
168,19,1594658455,1.0
168,47,1594672582,799.9866000000001
168,25,1594674243,1.0
168,47,1594694454,499.9882800000001
168,48,1594767663,0.015000000000000001
168,49,1594778040,0.015000000000000001
168,50,1594790934,0.015000000000000001
168,51,1594799924,0.015000000000000001
168,3,1594802348,0.015000000000000001
168,52,1594804118,0.015000000000000001
168,53,1594837148,0.015000000000000001
168,53,1594837430,0.015000000000000001
168,54,1594862948,0.015000000000000001
168,55,1594869512,0.015000000000000001
168,56,1594876754,0.015000000000000001
168,57,1594878845,0.015000000000000001
168,58,1594924144,0.015000000000000001
168,58,1594925039,0.015000000000000001
168,59,1594925344,0.015000000000000001
168,60,1594949053,0.015000000000000001
168,61,1594960145,0.015000000000000001
168,61,1594960440,0.015000000000000001
168,62,1594961972,0.015000000000000001
168,63,1595007552,0.015000000000000001
168,64,1595008152,0.015000000000000001
168,65,1595008431,0.015000000000000001
168,22,1595009651,0.015000000000000001
168,66,1595012031,0.015000000000000001
168,3,1595013517,0.015000000000000001
168,67,1595030776,0.015000000000000001
168,68,1595054631,0.015000000000000001
168,39,1595065741,0.015000000000000001
168,19,1595068866,1.0
168,69,1595086397,0.015000000000000001
168,38,1595086756,1.0
168,70,1595096987,0.015000000000000001
168,71,1595126674,0.015000000000000001
168,72,1595131108,2000.0000000000002
168,73,1595136582,0.015000000000000001
168,74,1595144363,0.015000000000000001
